번호,구분,세부구분,제목,작성자,등록일자,본문,저작권자,웹페이지주소(URL),태그,뷰
217341,COVID-19,"과학기술,보건의학,비만,스파이크,콜레스테롤,스파이크 단백질,코로나19,SARS-CoV-2,비타민 D,ACE2,덱사메타손,리놀레산,지용성 비타민","지용성 비타민 코로나19 억제, 콜레스테롤은 촉진",김병희 객원기자,2021-02-02,비타민 D를 비롯해 비타민 K와 A도 코로나19와의 전투에 도움이 될 수 있다는 증거들이 나오고 있다. 영국 브리스톨대 연구팀은 최근 독일 화학회 기관지인 ‘응용 화학(Angewandte Chemie)’ 국제...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=217341,"비만,스파이크,콜레스테롤,스파이크 단백질,코로나19,SARS-CoV-2,비타민 D,ACE2,덱사메타손,리놀레산,지용성 비타민",1657
217295,COVID-19,"과학정책,기술,과학기술,행사현장,보건의학,과학문화,코로나19","방역 성공 못하면, 백신 접종도 성공 못한다",김준래 객원기자,2021-02-01,조금씩 줄어들고는 있지만 코로나19 유행이 좀처럼 꺾이지 않고 있는 상황에서 최근 보건당국이 전 국민 백신 접종 계획을 발표했다. 접종 계획의 핵심은 금년 상반기에 코로나19 고위험군 모...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=217295,기타,765
217205,COVID-19,"과학기술,보건의학,통계학,독감,코로나19,계절성 전염명,역학적 변수,변이 바이러스,위도,경도",코로나19는 계절성 전염병이다,이강봉 객원기자,2021-01-29,코로나19가 독감 같은 계절성 전염병이라는 연구결과가 발표됐다. 28일 과학논문소개사이트 ‘유레칼러트(Eurekalert)’에 따르면 미국 일리노이대학 연구진은 논문을 통해 코로나19와 기온 간...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=217205,"통계학,독감,코로나19,계절성 전염명,역학적 변수,변이 바이러스,위도,경도",2294
217160,COVID-19,"과학정책,기술,과학기술,보건의학,속보뉴스,코로나19","정부, 온라인면접·감염병 대응로봇 등 비대면분야 지원 강화",연합뉴스,2021-01-28,과학기술정보통신부와 정보통신산업진흥원(NIPA)은 신종 코로나바이러스 감염증(코로나19) 이후 본격화한 비대면 서비스에 대응하고자 '생활밀착분야 비대면 선도서비스 활성화' 사업을 시작한다고 27일 밝혔다.,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=217160,기타,145
217146,COVID-19,"과학기술,보건의학,자외선,라디오파,방사선,에어로졸,가시광선,코로나19,마이크로파,저에너지 방사선",‘무선’으로 코로나19 감염 차단,이강봉 객원기자,2021-01-28,"최근 연구 결과들은 코로나19 바이러스가 호흡, 기침, 재채기 등을 통해 공기 중에 감염될 수 있음을 말해주고 있다. 공기 중에 떠다니는 미세한 물방울 에어로졸에 붙어 다른 사람에게 전파...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=217146,"자외선,라디오파,방사선,에어로졸,가시광선,마이크로파,저에너지 방사선",2080
217100,COVID-19,"과학기술,보건의학,속보뉴스,코로나19","복지부, 코로나19 치료제 2종·백신 2종 추가 임상지원 결정",연합뉴스,2021-01-27,정부가 신종 코로나바이러스 감염증(코로나19) 치료제와 백신 개발에 대한 임상지원을 확대한다.,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=217100,기타,205
217076,COVID-19,"과학정책,기술,과학기술,보건의학,속보뉴스,코로나19",화이자 코로나19 백신 허가심사 개시…신속 허가 기대,연합뉴스,2021-01-26,내달 신종 코로나바이러스 감염증(코로나19) 백신 국내 접종 시작을 앞두고 정부가 다국적제약사 화이자의 코로나19 백신에 대해 본격적인 허가심사에 들어갔다. 아스트라제네카에 이어 두 번째로 이뤄진 정식 품목허가 신청에 따라서다.,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=217076,기타,172
217046,COVID-19,"과학정책,과학기술,수학,과학교육,물리학,생물학,컴퓨팅,생명공학,팬데믹,교육,코로나19,생하학",팬데믹으로 인해 ‘과학 지망생’ 급증,이강봉 객원기자,2021-01-26,팬데믹 사태가 이어지면서 매스 미디어를 통해 과학 콘텐츠가 끊임없이 쏟아져 나오고 있다. 이런 분위기 속에서 많은 어린이와 학생들이 과학과 관련된 소식을 접하면서 유례가 없을 만큼 ...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=217046,"수학,과학교육,물리학,생물학,컴퓨팅,생명공학,팬데믹,코로나19,생하학",2743
216988,COVID-19,"과학기술,보건의학,이스라엘,백신,방역,역학,코로나19,접종,화이자",이스라엘의 백신 접종 결과 나왔다,이강봉 객원기자,2021-01-25,이스라엘과 아랍에미리트(UAE) 두 나라는 코로나19 백신 접종에 있어 가장 주목받고 있는 나라 중 하나다. 24일 ‘더 타임즈 오브 이스라엘’에 따르면 두 나라는 인구의 약 4분의 1 이상이 백...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=216988,"이스라엘,백신,방역,역학,코로나19,접종,화이자",5462
216885,COVID-19,"과학기술,보건의학,바이러스,대화,방역,코로나19,비말,기침,공중 전파,Airbone.com.",바이러스 감염…기침보다 ‘대화’가 더 위험,이강봉 객원기자,2021-01-22,지난해 10월 미국질병통제예방센터(CDC)는 신종 바이러스가 미세한 물방울인 비말을 통해 ‘공중 전파’ 될 수 있음을 공식적으로 인정한 바 있다. 코로나19를 유발하는 신종 바이러스(SARS-CoV-...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=216885,"바이러스,대화,방역,비말,기침,공중 전파,Airbone.com.",2156
216829,COVID-19,"과학기술,보건의학,속보뉴스,코로나19",과기부 치료제·백신 국산화로 코로나19 조기 종식,연합뉴스,2021-01-21,과학기술정보통신부가 국내 기술로 신종 코로나바이러스 감염증(코로나19) 치료제와 백신을 개발해 코로나19를 조기에 종식하겠다는 목표를 제시했다. 3분 만에 코로나19 감염 여부를 확인하는...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=216829,기타,785
216792,COVID-19,"과학기술,기초응용과학,보건의학,속보뉴스,코로나19",액상 현미경 기술로 코로나19 바이러스 감염과정 실시간 본다,연합뉴스,2021-01-20,관찰할 수 있는 액상 전자현미경 기술을 개발했다고 19일 밝혔다. 전자현미경은 원자 수준까지 관찰이 가능해 나노미터(㎚·10억분의 1ｍ) 단위 반도체 공정 분야 품질 관리나 코로나19 바이러...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=216792,기타,308
216770,COVID-19,"과학기술,보건의학,코로나19",팬데믹이 중국 과학의 ‘터닝 포인트’,황지혜 객원기자,2021-01-21,안일한 바이러스 초기 대응으로 국제적인 비난을 받았던 중국이 1년 만에 코로나19 관련 연구에 큰 기여를 한 국가로 떠오르고 있다. 코로나19 대유행 1주년을 맞은 지금 중국 과학자들은 코...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=216770,기타,355
216753,COVID-19,"과학기술,보건의학,바이러스,백신,항체,면역반응,면역체계,코로나19,자연감염,기억B세포",백신 접종 효과에 대한 ‘3가지’ 질문,이강봉 객원기자,2021-01-20,코로나19 백신 접종이 확대되고 있는 가운데 의문도 증폭되고 있다. 관계자들은 의문을 크게 세 가지로 분류하고 있다. 첫 번째 의문은 접종을 받은 사람이 여전히 질병을 전파할 수 있느냐...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=216753,"바이러스,백신,항체,면역반응,면역체계,코로나19,자연감염,기억B세포",1952
216637,COVID-19,"과학기술,보건의학,미토콘드리아 DNA,코로나19,중증 환자,혈액 검사","코로나19 중증 환자, 미리 알 수 있다",이성규 객원기자,2021-01-18,코로나19를 치료하는 의료진이 겪는 가장 큰 어려움 중의 하나는 새로 입원한 환자 중 누가 호흡관 삽입이나 신장 투석 등의 집중 치료를 요하는 증증 환자가 될지 모른다는 사실이다. 대체...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=216637,"미토콘드리아 DNA,코로나19,중증 환자,혈액 검사",2649
216604,COVID-19,"과학기술,보건의학,면역,백신,인플루엔자,독감,호흡기질환,마스크,코로나19",코로나19가 ‘독감’ 유행을 막았다,이강봉 객원기자,2021-01-18,코로나19 방역조치가 독감을 억제하고 있다. 과학자들이 이번 북반구 겨울 기간 동안 독감 환자가 줄어든 원인이 코로나19 방역에 의한 것임을 확인하고 있는 중이다. 16일 ‘사이언스’ 지...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=216604,"면역,백신,인플루엔자,독감,호흡기질환,마스크,코로나19",1890
216589,COVID-19,"과학기술,보건의학,신소재신기술,HIV,항체,독감,돌연변이,스파이크 단백질,코로나19,SARS-CoV-2,자연어 처리,바이러스 탈출,면역회피,외피 단백질","면역 회피하는 바이러스, 언어분석 모델로 잡는다",김병희 객원기자,2021-01-15,독감을 비롯해 후천성면역결핍증(HIV) 등의 일부 바이러스에 대해 효과적인 백신을 개발하기 어려운 한 가지 이유는 이 바이러스들이 매우 빠르게 돌연변이를 일으키기 때문이다. 변이를 일...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=216589,"HIV,항체,독감,돌연변이,스파이크 단백질,코로나19,SARS-CoV-2,자연어 처리,바이러스 탈출,면역회피,외피 단백질",2639
216562,COVID-19,"과학기술,보건의학,속보뉴스,코로나19",표준연 신종 코로나바이러스 RNA 측정 정확성 국제인정 받았다,연합뉴스,2021-01-15,한국표준과학연구원이 신종 코로나바이러스 측정 정확성을 국제적으로 인정받았다. 14일 표준연에 따르면 지난해 12월 표준연을 비롯해 16개국 21개 국가측정표준연구기관이 참여한 국제비...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=216562,기타,170
216552,COVID-19,"과학기술,보건의학,돌연변이,감염,스파이크 단백질,코로나19,변이 바이스,유병률",미국서 ‘새로운’ 변이 바이러스 발견,이강봉 객원기자,2021-01-14,"영국과 남아프리카에 이어 미국에서도 변이 바이러스가 발견됐다. 14일 ‘ABC’, ‘CNBC’ 등 언론들은 오하이오 주립대 웩스너 의료센터 연구진이 코로나19를 유발하는 또 다른 변이 바이러스...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=216552,"돌연변이,감염,스파이크 단백질,코로나19,변이 바이스,유병률",1595
216533,COVID-19,"과학기술,보건의학,속보뉴스,코로나19","장내 미생물 불균형, 코로나19 중증 악화 요인 가능성",연합뉴스,2021-01-14,장내 미생물 불균형이 신종 코로나바이러스 감염증(코로나19)을 중증으로 악화하는 요인일 수 있다는 의견이 제시됐다. 김희남 고려대학교 바이오시스템의과학부 교수는 지난 1년간의 코로...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=216533,기타,1153
216527,COVID-19,"과학기술,보건의학,속보뉴스,코로나19",'토종' 코로나19 치료제 가시화…셀트리온 이어 줄줄이 대기,연합뉴스,2021-01-14,셀트리온이 자체 개발한 신종 코로나바이러스 감염증(코로나19) 항체치료제의 임상 데이터를 공개하면서 머지않아 '토종' 치료제가 등장하리라는 기대가 높아지고 있다. 14일 제약·바이오 ...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=216527,기타,331
216456,COVID-19,"과학기술,보건의학,백신,돌연변이,RNA바이러스,변종,코로나19,변이체,중화효소,만성기저질환자","코로나19 변이체, 전파력 높고 병독성 약해",김순강 객원기자,2021-01-13,코로나19와 같이 RNA를 유전체로 가지고 있는 바이러스는 짧은 세대기와 높은 복제력으로 인해 돌연변이가 초고속으로 일어난다. 하지만 감염병 역사상 바이러스 돌연변이로 인해 치명률이 ...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=216456,"백신,돌연변이,RNA바이러스,변종,코로나19,변이체,중화효소,만성기저질환자",2661
216421,COVID-19,"과학기술,보건의학,WHO,박쥐,팬데믹,코로나19,천산갑,신종 바이러스,중국 우한","WHO 조사팀, 중국서 무슨 일을 하나",이강봉 객원기자,2021-01-13,팬데믹에 대응하기 위해 초기 상황을 파악하는 일은 방역을 위해 매우 중요한 과정이다. 그러나 팬데믹이 발생한지 1년여가 지난 지금 세계보건기구(WHO) 전문가들이 중국에 들어가 코로나19...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=216421,"WHO,박쥐,팬데믹,코로나19,천산갑,신종 바이러스,중국 우한",1361
216405,COVID-19,"과학기술,ICT,스타트업,AI,ICT 로봇,코로나19,포스트코로나,과학핫이슈,과학문화,대한민국 AI 스타트업 25,라 프렌치 테크,la french tech",ICT가 글로벌 스타트업 생태계 주도한다,김현정 객원기자,2021-01-13,"포스트 코로나 시대, 우리나라를 비롯한 글로벌 스타트업 생태계는 AI 기술을 중심으로 디지털 의료, 에듀테크, 핀테크 등이 주요 동력이 될 것으로 전망된다. 2020년은 코로나19 팬데믹의 영...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=216405,"ICT,스타트업,AI,포스트코로나,대한민국 AI 스타트업 25,라 프렌치 테크,la french tech",802
216387,COVID-19,"과학기술,보건의학,속보뉴스,코로나19",코로나19 백신·항체치료제 허가임박…심사단계 어디까지 왔나,연합뉴스,2021-01-12,식품의약품안전처는 셀트리온의 신종 코로나바이러스 감염증(코로나19) 항체치료제 '렉키로나주'와 아스트라제네카 백신 '아스트라제네카코비드-19백신주'의 품목허가 진행 상황을 11일 공개...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=216387,기타,651
216316,COVID-19,"과학기술,생체인식,안면인식,ICT 로봇,코로나19,국토안보부",공항에서 마스크 써도 신원 파악된다,심창섭 객원기자,2021-01-12,"코로나19 시대에 마스크 착용이 일상화되면서 생체인식의 큰 축인 안면인식 분야에 악영향을 끼칠 것으로 예상됐다. 그러나 지난해 초부터 새로운 안면인식 설루션이 속속 등장했고, 지금은 ...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=216316,"생체인식,안면인식,국토안보부",731
216269,COVID-19,"과학기술,보건의학,방역,CDC,감염,역학,코로나19,신종 바이러스,수학적 모델",경미 무증상 감염 더 심각할 수 있다,이강봉 객원기자,2021-01-11,코로나19 발생 초기 ‘무증상 감염’ 가능성이 제기돼왔다. 이런 상황에서 세계보건기구(WHO)를 비롯 각국 보건당국은 신중한 입장을 고수해왔다. 그러나 세계 각지에서는 무증상 감염으로 ...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=216269,"방역,CDC,감염,역학,코로나19,신종 바이러스,수학적 모델",1707
216230,COVID-19,"과학기술,보건의학,속보뉴스,코로나19","올해 접종할 코로나19 백신, 개발 원리와 특성 제각각",연합뉴스,2021-01-08,"국내 신종 코로나바이러스 감염증(코로나19) 백신 도입이 가시화하면서 각 백신의 특징에도 관심이 쏠린다. 전 세계적으로 코로나19 백신이 신속하게 개발되고 있으며, 다양한 '백신 플랫폼' ...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=216230,기타,3732
216224,COVID-19,"과학기술,보건의학,속보뉴스,코로나19","KAIST, 코로나19 중증 환자 치료 위한 이동형 음압병동 개발",연합뉴스,2021-01-08,국내 연구진이 신종 코로나바이러스 감염증(코로나19) 중증 환자 치료를 위한 이동형 음압병동을 개발했다. 중증 환자 수 급증에 따른 음압 병상 부족 문제를 해결할 수 있을 것으로 기대된...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=216224,기타,310
216210,COVID-19,"과학기술,보건의학,백신,WHO,팬데믹,코로나19,바이든,과학핫이슈,정책,OWS,랩어라운드",바이든 정부의 팬데믹 대응 전략은,이강봉 객원기자,2021-01-07,미국의 바이든 대통령 당선자는 코로나19서부터 환경보호에 이르기까지 과학과 관련된 다양한 공약들을 내놓고 있다. 이 과정에서 대통령직 인수위원회에 참여하고 있는 과학자가 있다. 브...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=216210,"백신,WHO,팬데믹,코로나19,바이든,OWS,랩어라운드",1435
216087,COVID-19,"과학기술,보건의학,돌연변이,코로나19,신종 바이러스,남아프리카 변이 바이러스,501.V2,E484K,K417N",남아공 변이 바이러스의 정체는,이강봉 객원기자,2021-01-05,맷 핸콕(Matt Hancock) 영국 보건부장관은 4일 ‘BBC’ 라디오와의 인터뷰를 통해 남아프리카 변이를 크게 걱정하고 있다고 말했다. 남아프리카에서 확인된 코로나19 변이가 영국 변이보다 더 전...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=216087,"돌연변이,코로나19,신종 바이러스,남아프리카 변이 바이러스,501.V2,E484K,K417N",2395
216075,COVID-19,"과학기술,보건의학,속보뉴스,코로나19",아스트라제네카 백신 2월말부터 접종…늦어도 40일 이내 허가,연합뉴스,2021-01-05,식품의약품안전처는 4일 한국 아스트라제네카에서 신종 코로나바이러스 감염증(코로나19) 백신 'AZD1222'의 품목허가 신청을 받아 심사에 착수했다고 밝혔다. 보건당국은 품목허가와 국가출하승...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=216075,기타,321
215932,COVID-19,"과학기술,기초응용과학,보건의학,항공우주,자연환경에너지,신소재신기술,온실가스,기후변화,줄기세포,백신,우주여행,팬데믹,ICT 로봇,코로나19,오픈 액세스,프라이버스",2021년 과학계…희망이 보인다,이강봉 객원기자,2020-12-31,"2020년은 과학 분야에 있어서도 암울한 분위기가 이어진 한 해였다. 팬데믹, 산불 등 기후재난 등으로 이전에 상상하지 못했던 격동적인 상황이 전개됐다. 그러나 2021년에는 더 좋은 소식이 ...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=215932,"온실가스,기후변화,줄기세포,백신,우주여행,팬데믹,오픈 액세스,프라이버스",9142
215911,COVID-19,"과학기술,보건의학,대식세포,COPD,코로나19,CD14+,CD16+,단핵구,HLA-DRhi",코로나19는 왜 심각한 폐 손상 일으키나,김병희 객원기자,2020-12-31,"코로나19 중증 환자들은 상당수가 폐에 문제를 일으키고, 이로 인해 사망에 이르는 것으로 알려져 있다. 호흡을 위해 외기와 직접 접촉하는 폐에는 병원체 감염을 막기 위한 면역 시스템이 ...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=215911,"대식세포,COPD,코로나19,CD14+,CD16+,단핵구,HLA-DRhi",3109
215883,COVID-19,"과학기술,보건의학,속보뉴스,코로나19",여행 이력 없는데 변이 바이러스 감염…미 지역사회 이미 퍼졌나,연합뉴스,2020-12-31,29일(현지시간) 미국에서 처음 발견된 코로나 변이 바이러스는 영국 등으로의 여행 이력이 전혀 없는 사람에게서 발견됐다는 점에서 미 보건당국이 바짝 긴장하고 있다. 지난 14일 영국 정부...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=215883,기타,146
215870,COVID-19,"과학기술,보건의학,코로나19",사람의 장기를 지닌 휴마이스 시대 열리나,김준래 객원기자,2020-12-31,"지난 1년 동안 지구촌을 공포의 도가니로 몰아넣었던 코로나19 사태가 잇단 백신 개발로 진정세를 보일 것으로 전망되고 있다. 지금까지 백신 개발을 위해 수많은 과학자들이 땀을 흘렸지만, ...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=215870,기타,8845
215858,COVID-19,"과학기술,보건의학,mRNA,백신,FDA,팬데믹,코로나19,신종 바이러스,SERONET",팬데믹에서 인류는 무엇을 얻었나,이강봉 객원기자,2021-01-04,2020년 3월 11일은 바이러스와의 전쟁에 있어 매우 중요한 의미를 지닌 날이다. 이날 세계보건기구(WHO)는 코로나19를 전염병으로 분류했다. 이 선언이 있은 후 과학자들은 백신 개발에 본격적...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=215858,"mRNA,백신,FDA,팬데믹,코로나19,신종 바이러스,SERONET",1609
215822,COVID-19,"기획 칼럼,연재,과학기술,오피니언,TePRI Report,과학기술인,코로나19",감염병이 일깨우는 삶의 역동성,전대호 유미과학문화재단 이사,2020-12-30,"코로나 바이러스 감염증의 창궐에 얇은 마스크 한 장으로 저항하며 버틴 한 해가 저문다. 물리학자 닐스 보어가 예측은 어렵다. 특히 미래에 대한 예측이 그러하다.라고 말했다는데, 요새 ...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=215822,기타,771
215781,COVID-19,"과학기술,보건의학,속보뉴스,코로나19",국내서도 확인된 영국발 '변이' 바이러스…전염력 최대 70%↑,연합뉴스,2020-12-29,영국에서 유행하는 신종 코로나바이러스 감염증(코로나19) 변이 바이러스가 국내에도 유입된 것으로 28일 확인되면서 이 바이러스의 실체에도 관심이 쏠리고 있다. 아직 변이 바이러스에 대...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=215781,기타,625
215777,COVID-19,"과학기술,의사소통,얼굴 인식,마스크,코로나19,과학핫이슈,과학문화,CFMT(Cambridge Face Memory Test)",마스크 쓴 얼굴 인식하는 새로운 패러다임 등장,김현정 객원기자,2020-12-31,코로나19 발생 이후 감염 예방을 위해 마스크 착용이 의무화되었다. 마스크는 입과 코 등의 호흡기를 가림으로써 비말로 인한 전파를 막을 수 있는 최후의 방어막이기 때문이다. 다행히 마스크...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=215777,"의사소통,얼굴 인식,마스크,코로나19,CFMT(Cambridge Face Memory Test)",2314
215655,COVID-19,"과학기술,보건의학,FDA,항체,치료제,코로나19,항체 칵테일,RBD,수용체결합도메인",‘항체 칵테일’ 치료제 개발 임박,이강봉 객원기자,2020-12-28,"영국의 과학자들이 코로나19 감염을 막을 수 있는 신약을 개발하고 있다. 27일 ‘가디언’ 지에 따르면 이 신약은 항체를 투입, 즉각적인 면역을 부여한 후 바이러스에 노출된 상태에서 감염...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=215655,"FDA,항체,치료제,코로나19,항체 칵테일,RBD,수용체결합도메인",2121
215646,COVID-19,"과학기술,자연환경에너지,야생동물,코로나19,불법 거래",팬데믹임에도 야생동물 거래 여전해,이성규 객원기자,2020-12-29,코로나19로 인해 비대면 생활이 일상으로 자리 잡은 상황에서 소셜네트워크서비스(SNS) 상에서는 불법적인 야생동물 거래가 여전히 계속되고 있는 것으로 밝혀졌다. 영국 옥스퍼드브룩스대...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=215646,"야생동물,코로나19,불법 거래",633
215542,COVID-19,"과학기술,보건의학,백신,임산부,코로나19,인풀루엔자,디프테리아,백일해,파상풍",임산부 백신 접종…안전한가,이강봉 객원기자,2020-12-24,코로나19 접종이 시작됐지만 임산부 대한 접종은 허용되지 않고 있다. 백신을 접종할 경우 임산부에게 어떤 면역작용을 유발하는지 충분한 연구 임상 데이터가 제시되지 않았기 때문. 이...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=215542,"백신,임산부,코로나19,인풀루엔자,디프테리아,백일해,파상풍",3782
215485,COVID-19,"과학기술,보건의학,돌연변이,코로나19,ACE2,화이자,모더나,변종바이러스,유전자 역추적,B.1.1.7",코로나19 ‘변종’ 바이러스의 정체는,이강봉 객원기자,2020-12-23,대부분의 바이러스는 자연적으로 돌연변이를 일으킨다. 코로나19를 유발하는 신종 바이러스(Sars-CoV-2) 역시 예외가 될 수 없다. 한 달에 한두 번 정도 변이가 발생하고 있다. 다행스러운 점...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=215485,"돌연변이,코로나19,ACE2,화이자,모더나,변종바이러스,유전자 역추적,B.1.1.7",8039
215406,COVID-19,"기획 칼럼,연재,완결,과학기술,창의·융합,행사현장,백신,치료제,과학문화,코로나19,2020 대한민국 과학기술대전,her","팬데믹 시대, 진실한 데이터와 과학적인 분석 필요",김은영 객원기자,2020-12-22,신종 코로나바이러스감염증-19(Covid-19) 국내 신규 확진자가 1000명 대에 들어서면서 코로나19에 대한 시민들의 두려움이 점점 커지고 있다. 하지만 사람들을 더욱 불안하고 혼란스럽게 하는 것은...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=215406,"백신,치료제,코로나19,her",926
215374,COVID-19,"과학기술,기초응용과학,보건의학,코로나19",유례없는 경쟁과 협력이 백신 개발의 촉매,황지혜 객원기자,2020-12-22,올 한 해 코로나19 바이러스에 대항하는 과학의 발전 속도는 놀라웠다. 코로나19 백신은 개발에 착수한 지 1년도 안 돼 일부 국가에서 접종이 시작됐다. 다른 백신에 비해 10배 빠른 속도다. ‘...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=215374,기타,806
215372,COVID-19,"과학기술,보건의학,속보뉴스,코로나19",코로나19에 왜 브레인 포그 바이러스가 '혈뇌장벽' 뚫는다,연합뉴스,2020-12-22,신종 코로나바이러스가 뇌에서 이물질 차단 기능을 하는 혈뇌장벽(BBB)을 통과한다는 동물 실험 결과가 나왔다. 이는 신종 코로나바이러스가 뇌에 침투해 여러 가지 병증을 일으키거나 심화...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=215372,기타,1463
215365,COVID-19,"기획 칼럼,연재,완결,과학기술,행사현장,보건의학,과학문화,코로나19,2020 대한민국 과학기술대전",감염병 대비는 국가 방위와 비슷하다,김준래 객원기자,2020-12-22,"우리나라 과학기술 성과를 돌아보고, 전문가들과 함께 미래를 조망해 보는 행사인 ‘2020 대한민국 과학기술대전’이 지난 21일 온라인상에서 성대하게 개최됐다. ‘과학기술로(路), 미래의 ...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=215365,기타,542
215323,COVID-19,"과학기술,보건의학,바이러스,단백질,역학,팬데믹,코로나19,전염력,표면입자,미립자",겨울에 코로나 바이러스 더 강해진다,이강봉 객원기자,2020-12-22,많은 인구가 모여 있는 북반구에 겨울이 다가오면서 코로나19 환자도 급증하기 시작했다. 그러나 계절 변화가 코로나19 확산에 어떤 영향을 미치고 있는지 그 인과관계를 말해주는 연구 결과가...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=215323,"바이러스,단백질,역학,팬데믹,전염력,표면입자,미립자",4123
215232,COVID-19,"과학기술,보건의학,단백질,mRNA,백신,치료제,효소,혈류,코로나19,OTC결핍증,대사성증후군",메신저 RNA ‘치료제’도 등장했다,이강봉 객원기자,2020-12-18,살아있는 세포는 모두 DNA를 지니고 있다. 세포핵 안에 있는 DNA 정보(염기서열)가 어떻게 전달되는지에 따라 그 생명체의 모양과 속성이 결정된다. 이 과정에서 맹활약을 하고 있는 것이 RNA...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=215232,"단백질,mRNA,백신,치료제,효소,혈류,코로나19,OTC결핍증,대사성증후군",7475
215112,COVID-19,"과학기술,보건의학,바이러스,T세포,B세포,면역억제제,코로나19,인터페론,자가면역,자가항체",코로나19 환자가 ‘자신’을 공격한다,이강봉 객원기자,2020-12-16,인체 면역 기능에 있어서도 아군을 적군으로 오인해 공격하는 경우가 있다. 군사용어인 ‘아군 사격(friendly fire)’이라는 말을 사용하고 있는데 특히 코로나19 환자에게 있어 중증을 유발하...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=215112,"바이러스,T세포,B세포,면역억제제,코로나19,인터페론,자가면역,자가항체",2505
215016,COVID-19,"과학기술,보건의학,백신,플랫폼,팬데믹,웰컴 트러스트,코로나19,전염병대비혁신연합",‘100일 이내’ 백신 개발할 수 있다,이강봉 객원기자,2020-12-14,"새로운 백신을 개발하는데 오랜 기간이 소요된다. 후보물질을 발굴한 후 동물실험과 3차에 걸친 사람을 대상으로 한 임상시험을 거쳐 보건당국의 승인을 받기까지 짧게는 수년, 길게는 십여...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=215016,"백신,플랫폼,팬데믹,웰컴 트러스트,코로나19,전염병대비혁신연합",13653
215013,COVID-19,"과학기술,보건의학,해외소식,ICT 로봇,코로나19,백신 접종,계산기","코로나19 백신, 누구부터 맞아야 할까",이성규 객원기자,2020-12-14,"영국을 시작으로 바레인, 캐나다, 사우디아라비아, 멕시코에 이어 미국도 화이자 코로나19 백신의 긴급 사용을 승인하면서 누가 먼저 백신을 맞아야 하느냐는 백신 접종 순서에 관심이 쏠리고 ...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=215013,"코로나19,백신 접종,계산기",1536
